source_attribute_id,target_attribute_name
www.alibaba.com//caton size,packaging_dimensions_height
www.alibaba.com//caton size,packaging_dimensions_depth
www.alibaba.com//caton size,packaging_dimensions_width
www.alibaba.com//configuration,ram_capacity
www.alibaba.com//configuration,hdd_capacity
www.alibaba.com//configuration,ram_capacity
www.alibaba.com//core,cpu_brand
www.alibaba.com//core,cpu_type
www.alibaba.com//core,cpu_model
www.alibaba.com//coretm i53317u  170ghz,cpu_type
www.alibaba.com//coretm i53317u  170ghz,cpu_model
www.alibaba.com//coretm i53317u  170ghz,cpu_frequency
www.alibaba.com//coretm i53427u  180ghz,cpu_type
www.alibaba.com//coretm i53427u  180ghz,cpu_model
www.alibaba.com//coretm i53427u  180ghz,cpu_frequency
www.alibaba.com//coretm i73517u  190ghz,cpu_type
www.alibaba.com//coretm i73517u  190ghz,cpu_model
www.alibaba.com//coretm i73517u  190ghz,cpu_frequency
www.alibaba.com//coretm i73667u  20ghz,cpu_type
www.alibaba.com//coretm i73667u  20ghz,cpu_model
www.alibaba.com//coretm i73667u  20ghz,cpu_frequency
www.alibaba.com//cpu,cpu_brand
www.alibaba.com//cpu,cpu_frequency
www.alibaba.com//cpu,cpu_model
www.alibaba.com//cpu,cpu_type
www.alibaba.com//cpu frequency,cpu_frequency
www.alibaba.com//cpu manufacturer,cpu_brand
www.alibaba.com//cpu speed,cpu_frequency
www.alibaba.com//cpu speedprocessor clock speed,cpu_frequency
www.alibaba.com//cpu support,cpu_brand
www.alibaba.com//cpu support,cpu_type
www.alibaba.com//cpu type,cpu_type
www.alibaba.com//cup processor,cpu_frequency
www.alibaba.com//ddr type,ram_type
www.alibaba.com//ddr3,ram_type
www.alibaba.com//ddr3,ram_frequency
www.alibaba.com//demension,dimensions
www.alibaba.com//demension,dimensions_height
www.alibaba.com//demension,dimensions_width
www.alibaba.com//demension,dimensions_depth
www.alibaba.com//dimension,dimensions
www.alibaba.com//dimension,dimensions_height
www.alibaba.com//dimension,dimensions_width
www.alibaba.com//dimension,dimensions_depth
www.alibaba.com//dimension lwh,dimensions
www.alibaba.com//dimension lwh,dimensions_height
www.alibaba.com//dimension lwh,dimensions_width
www.alibaba.com//dimension lwh,dimensions_depth
www.alibaba.com//dimension mm,dimensions
www.alibaba.com//dimension mm,dimensions_height
www.alibaba.com//dimension mm,dimensions_width
www.alibaba.com//dimension mm,dimensions_depth
www.alibaba.com//dimension wdh,dimensions
www.alibaba.com//dimension wdh,dimensions_height
www.alibaba.com//dimension wdh,dimensions_width
www.alibaba.com//dimension wdh,dimensions_depth
www.alibaba.com//dimensions,dimensions
www.alibaba.com//dimensions,dimensions_height
www.alibaba.com//dimensions,dimensions_width
www.alibaba.com//dimensions,dimensions_depth
www.alibaba.com//dimensions w x d x h,dimensions
www.alibaba.com//dimensions w x d x h,dimensions_depth
www.alibaba.com//dimensions w x d x h,dimensions_height
www.alibaba.com//dimensions w x d x h,dimensions_width
www.alibaba.com//dimensionsmm,dimensions
www.alibaba.com//dimensionsmm,dimensions_depth
www.alibaba.com//dimensionsmm,dimensions_height
www.alibaba.com//dimensionsmm,dimensions_width
www.alibaba.com//dimensionwdh,dimensions
www.alibaba.com//dimensionwdh,dimensions_depth
www.alibaba.com//dimensionwdh,dimensions_width
www.alibaba.com//dimensionwdh,dimensions_height
www.alibaba.com//dimention,dimensions
www.alibaba.com//dimention,dimensions_depth
www.alibaba.com//dimention,dimensions_width
www.alibaba.com//dimention,dimensions_height
www.alibaba.com//display,display_size
www.alibaba.com//display,display_resolution
www.alibaba.com//display,display_type
www.alibaba.com//display diagonal size,display_size
www.alibaba.com//display resolutin,display_resolution
www.alibaba.com//display resolution,display_resolution
www.alibaba.com//display screen,display_resolution
www.alibaba.com//display screen,display_type
www.alibaba.com//display screen,display_size
www.alibaba.com//display system,display_size
www.alibaba.com//display system,display_type
www.alibaba.com//display technology,display_type
www.alibaba.com//exterior,dimensions
www.alibaba.com//exterior,dimensions_height
www.alibaba.com//exterior,dimensions_width
www.alibaba.com//exterior,dimensions_depth
www.alibaba.com//external port and slots,usb_port2_quantity
www.alibaba.com//fixed disk,hdd_capacity
www.alibaba.com//fixed disk,hdd_speed
www.alibaba.com//fixed disk,hdd_speed
www.alibaba.com//flash,flash_capacity
www.alibaba.com//full package weight,packaging_weight
www.alibaba.com//gift box,packaging_dimensions
www.alibaba.com//gift box,packaging_dimensions_height
www.alibaba.com//gift box,packaging_dimensions_width
www.alibaba.com//gift box,packaging_dimensions_depth
www.alibaba.com//gift box packing size,packaging_dimensions
www.alibaba.com//gift box packing size,packaging_dimensions_height
www.alibaba.com//gift box packing size,packaging_dimensions_width
www.alibaba.com//gift box packing size,packaging_dimensions_depth
www.alibaba.com//gift box packing weight,packaging_weight
www.alibaba.com//giftbox,packaging_dimensions
www.alibaba.com//giftbox,packaging_dimensions_height
www.alibaba.com//giftbox,packaging_dimensions_width
www.alibaba.com//giftbox,packaging_dimensions_depth
www.alibaba.com//giftboxdimension,packaging_dimensions
www.alibaba.com//giftboxdimension,packaging_dimensions_height
www.alibaba.com//giftboxdimension,packaging_dimensions_width
www.alibaba.com//giftboxdimension,packaging_dimensions_depth
www.alibaba.com//giftboxwdh,packaging_dimensions
www.alibaba.com//giftboxwdh,packaging_dimensions_width
www.alibaba.com//giftboxwdh,packaging_dimensions_depth
www.alibaba.com//giftboxwdh,packaging_dimensions_height
www.alibaba.com//graphic card,ram_capacity
www.alibaba.com//graphic card,ram_type
www.alibaba.com//graphics memory,ram_capacity
www.alibaba.com//gross weight,weight
www.alibaba.com//hard disc,hdd_capacity
www.alibaba.com//hard disk,hdd_capacity
www.alibaba.com//hard disk capacity,hdd_capacity
www.alibaba.com//hard drive,hdd_capacity
www.alibaba.com//hard drive capacity,hdd_capacity
www.alibaba.com//hard drive speed,hdd_speed
www.alibaba.com//hard drive spindle speed,hdd_speed
www.alibaba.com//harddisk,hdd_capacity
www.alibaba.com//hardware,cpu_type
www.alibaba.com//hardware,cpu_frequency
www.alibaba.com//hd,hdd_capacity
www.alibaba.com//hd,hdd_speed
www.alibaba.com//hd,hdd_speed
www.alibaba.com//hdd,hdd_capacity
www.alibaba.com//hdd capacity,hdd_capacity
www.alibaba.com//hdd storage,hdd_capacity
www.alibaba.com//hddhard disk drive,hdd_capacity
www.alibaba.com//i0,usb_port2_quantity
www.alibaba.com//input  output port,usb_port2_quantity
www.alibaba.com//inputoutput,usb_port2_quantity
www.alibaba.com//interface,usb_port2_quantity
www.alibaba.com//internal storage,ram_capacity
www.alibaba.com//internal storage,ram_capacity_max
www.alibaba.com//io ports,usb_port2_quantity
www.alibaba.com//io ports,usb_port3_quantity
www.alibaba.com//item dimensions wdh,dimensions
www.alibaba.com//item dimensions wdh,dimensions_depth
www.alibaba.com//item dimensions wdh,dimensions_height
www.alibaba.com//item dimensions wdh,dimensions_width
www.alibaba.com//laptop weight,weight
www.alibaba.com//lasting time,battery_life
www.alibaba.com//lcd,display_type
www.alibaba.com//lcd,display_size
www.alibaba.com//lcd device,display_resolution
www.alibaba.com//lcd device,display_size
www.alibaba.com//lcd device,aspect_ratio
www.alibaba.com//lcd device,display_type
www.alibaba.com//lcd display,display_size
www.alibaba.com//lcd display,display_resolution
www.alibaba.com//lcd display,display_type
www.alibaba.com//lcd display screen,display_size
www.alibaba.com//lcd display screen,display_type
www.alibaba.com//lcd display screen,display_resolution
www.alibaba.com//lcd resolution,display_resolution
www.alibaba.com//lcd resolution,display_type
www.alibaba.com//lcd screen,display_size
www.alibaba.com//lcd screen,display_type
www.alibaba.com//lcd screen,display_resolution
www.alibaba.com//lcd screen size,display_size
www.alibaba.com//lcd screen size,display_type
www.alibaba.com//lcd size,display_size
www.alibaba.com//lcd size,display_type
www.alibaba.com//lcd size,aspect_ratio
www.alibaba.com//lcdsize,display_size
www.alibaba.com//lcdsize,display_type
www.alibaba.com//lcdsize,display_resolution
www.alibaba.com//lcdsize,aspect_ratio
www.alibaba.com//liion battery,battery_capacity
www.alibaba.com//lithium battery,battery_chemistry
www.alibaba.com//lwh,dimensions
www.alibaba.com//lwh,dimensions_height
www.alibaba.com//lwh,dimensions_width
www.alibaba.com//lwh,dimensions_depth
www.alibaba.com//machine size,dimensions
www.alibaba.com//machine size,dimensions_height
www.alibaba.com//machine size,dimensions_width
www.alibaba.com//machine size,dimensions_depth
www.alibaba.com//master carton size,packaging_dimensions
www.alibaba.com//master carton size,packaging_dimensions_width
www.alibaba.com//master carton size,packaging_dimensions_height
www.alibaba.com//master carton size,packaging_dimensions_depth
www.alibaba.com//master carton weight,packaging_weight
www.alibaba.com//max battery time,battery_life
www.alibaba.com//max resolution,display_resolution
www.alibaba.com//maximum,hdd_capacity_max
www.alibaba.com//maximum memory capacity,ram_capacity_max
www.alibaba.com//maximum speed,hdd_speed
www.alibaba.com//maxmemory capacity,ram_capacity_max
www.alibaba.com//md36atrix,display_resolution
www.alibaba.com//md36atrix,display_size
www.alibaba.com//md36atrix,aspect_ratio
www.alibaba.com//mechanical size,dimensions
www.alibaba.com//mechanical size,dimensions_height
www.alibaba.com//mechanical size,dimensions_width
www.alibaba.com//mechanical size,dimensions_depth
www.alibaba.com//memory,ram_capacity
www.alibaba.com//memory,ram_type
www.alibaba.com//memory capacity,ram_capacity
www.alibaba.com//memory size,ram_capacity
www.alibaba.com//memory type,ram_type
www.alibaba.com//name,cpu_type
www.alibaba.com//name,cpu_frequency
www.alibaba.com//name,display_size
www.alibaba.com//nand flash,flash_capacity
www.alibaba.com//nandflash,flash_capacity
www.alibaba.com//netbook screen size,display_size
www.alibaba.com//output hdmi,has_hdmi_port
www.alibaba.com//pack details,packaging_weight
www.alibaba.com//pack details,packaging_dimensions
www.alibaba.com//pack details,packaging_dimensions_height
www.alibaba.com//pack details,packaging_dimensions_depth
www.alibaba.com//pack details,packaging_dimensions_width
www.alibaba.com//pack size,packaging_dimensions
www.alibaba.com//pack size,packaging_dimensions_height
www.alibaba.com//pack size,packaging_dimensions_depth
www.alibaba.com//pack size,packaging_dimensions_width
www.alibaba.com//package,packaging_weight
www.alibaba.com//package size,packaging_dimensions
www.alibaba.com//package size,packaging_dimensions_height
www.alibaba.com//package size,packaging_dimensions_width
www.alibaba.com//package size,packaging_dimensions_depth
www.alibaba.com//package weight,packaging_weight
www.alibaba.com//packing,packaging_dimensions
www.alibaba.com//packing,packaging_dimensions_height
www.alibaba.com//packing,packaging_dimensions_width
www.alibaba.com//packing,packaging_dimensions_depth
www.alibaba.com//packing box,packaging_dimensions
www.alibaba.com//packing box,packaging_dimensions_height
www.alibaba.com//packing box,packaging_dimensions_width
www.alibaba.com//packing box,packaging_dimensions_depth
www.alibaba.com//panel size,display_size
www.alibaba.com//panel type,display_type
www.alibaba.com//pc dimensions,dimensions
www.alibaba.com//pc dimensions,dimensions_height
www.alibaba.com//pc dimensions,dimensions_width
www.alibaba.com//pc dimensions,dimensions_depth
www.alibaba.com//physical sizeweight,dimensions
www.alibaba.com//physical sizeweight,dimensions_height
www.alibaba.com//physical sizeweight,dimensions_width
www.alibaba.com//physical sizeweight,dimensions_depth
www.alibaba.com//physical sizeweight,weight
www.alibaba.com//pixel,display_resolution
www.alibaba.com//pixel,aspect_ratio
www.alibaba.com//power  battery,battery_capacity
www.alibaba.com//power  battery,battery_chemistry
www.alibaba.com//power type,battery_capacity
www.alibaba.com//power type,battery_chemistry
www.alibaba.com//processor,cpu_brand
www.alibaba.com//processor,cpu_frequency
www.alibaba.com//processor,cpu_model
www.alibaba.com//processor,cpu_type
www.alibaba.com//processor brand,cpu_brand
www.alibaba.com//processor brand,cpu_type
www.alibaba.com//processor clock speed,cpu_frequency
www.alibaba.com//processor core,cpu_brand
www.alibaba.com//processor core,cpu_frequency
www.alibaba.com//processor core,cpu_model
www.alibaba.com//processor core,cpu_type
www.alibaba.com//processor family,cpu_type
www.alibaba.com//processor frequency,cpu_frequency
www.alibaba.com//processor main frequency,cpu_frequency
www.alibaba.com//processor manufacture,cpu_brand
www.alibaba.com//processor manufacturer model,cpu_brand
www.alibaba.com//processor manufacturer model,cpu_model
www.alibaba.com//processor manufacturer model,cpu_type
www.alibaba.com//processor model,cpu_brand
www.alibaba.com//processor model,cpu_model
www.alibaba.com//processor model,cpu_type
www.alibaba.com//processor speed,cpu_frequency
www.alibaba.com//processor type,cpu_brand
www.alibaba.com//processor type,cpu_frequency
www.alibaba.com//processor type,cpu_model
www.alibaba.com//processor type,cpu_type
www.alibaba.com//product,dimensions
www.alibaba.com//product,dimensions_height
www.alibaba.com//product,dimensions_width
www.alibaba.com//product,dimensions_depth
www.alibaba.com//product dimension,dimensions
www.alibaba.com//product dimension,dimensions_height
www.alibaba.com//product dimension,dimensions_width
www.alibaba.com//product dimension,dimensions_depth
www.alibaba.com//product dimensions,dimensions
www.alibaba.com//product dimensions,dimensions_height
www.alibaba.com//product dimensions,dimensions_width
www.alibaba.com//product dimensions,dimensions_depth
www.alibaba.com//product size,dimensions
www.alibaba.com//product size,dimensions_height
www.alibaba.com//product size,dimensions_width
www.alibaba.com//product size,dimensions_depth
www.alibaba.com//product weight,weight
www.alibaba.com//proportion,aspect_ratio
www.alibaba.com//ram,ram_capacity
www.alibaba.com//ram,ram_type
www.alibaba.com//ram installed size,ram_capacity
www.alibaba.com//ram installed size,ram_type
www.alibaba.com//ram max supported size,ram_capacity_max
www.alibaba.com//ram memory,ram_capacity
www.alibaba.com//ram technology,ram_frequency
www.alibaba.com//ram technology,ram_type
www.alibaba.com//ramrandom access memory,ram_capacity
www.alibaba.com//ramrom,ram_type
www.alibaba.com//ramtechnology,ram_type
www.alibaba.com//resolution,display_resolution
www.alibaba.com//resolution,display_size
www.alibaba.com//resolution ratio,display_resolution
www.alibaba.com//resolution ratio,aspect_ratio
www.alibaba.com//resoultion,display_resolution
www.alibaba.com//roll speed,hdd_speed
www.alibaba.com//rom,flash_capacity
www.alibaba.com//rommemory,flash_capacity
www.alibaba.com//romstorage,flash_capacity
www.alibaba.com//rotationl speed,hdd_speed
www.alibaba.com//screen,display_size
www.alibaba.com//screen,display_resolution
www.alibaba.com//screen,aspect_ratio
www.alibaba.com//screen,display_type
www.alibaba.com//screen description,display_type
www.alibaba.com//screen display,display_size
www.alibaba.com//screen display,display_type
www.alibaba.com//screen display,display_resolution
www.alibaba.com//screen display,aspect_ratio
www.alibaba.com//screen resolution,display_resolution
www.alibaba.com//screen size,display_size
www.alibaba.com//screen sizeresolution,display_size
www.alibaba.com//screen sizeresolution,display_type
www.alibaba.com//screen sizeresolution,display_resolution
www.alibaba.com//screen type,display_type
www.alibaba.com//sd ram,ram_capacity
www.alibaba.com//sd ram,ram_type
www.alibaba.com//sdram,ram_capacity
www.alibaba.com//sdram,ram_type
www.alibaba.com//service,warranty_duration
www.alibaba.com//shipping dimensions wdh,packaging_dimensions
www.alibaba.com//shipping dimensions wdh,packaging_dimensions_height
www.alibaba.com//shipping dimensions wdh,packaging_dimensions_depth
www.alibaba.com//shipping dimensions wdh,packaging_dimensions_width
www.alibaba.com//size,dimensions
www.alibaba.com//size,dimensions_height
www.alibaba.com//size,dimensions_depth
www.alibaba.com//size,dimensions_width
www.alibaba.com//size type resolution,display_size
www.alibaba.com//size type resolution,display_resolution
www.alibaba.com//size type resolution,display_type
www.alibaba.com//size type resolution,aspect_ratio
www.alibaba.com//sizetyperesolution,display_size
www.alibaba.com//sizetyperesolution,display_type
www.alibaba.com//sizetyperesolution,display_resolution
www.alibaba.com//sizewdh,dimensions
www.alibaba.com//sizewdh,dimensions_height
www.alibaba.com//sizewdh,dimensions_depth
www.alibaba.com//sizewdh,dimensions_width
www.alibaba.com//sizeweight,dimensions
www.alibaba.com//sizeweight,dimensions_height
www.alibaba.com//sizeweight,dimensions_width
www.alibaba.com//sizeweight,dimensions_depth
www.alibaba.com//sizeweight,weight
www.alibaba.com//solution,cpu_type
www.alibaba.com//solution,cpu_frequency
www.alibaba.com//ssd,ssd_capacity
www.alibaba.com//ssdoptional,ssd_capacity
www.alibaba.com//standard interface,usb_port2_quantity
www.alibaba.com//storage,hdd_capacity
www.alibaba.com//storage,flash_capacity
www.alibaba.com//storage,hdd_capacity_max
www.alibaba.com//storage,flash_capacity
www.alibaba.com//storage,hdd_speed
www.alibaba.com//storage device,flash_capacity
www.alibaba.com//storage device,hdd_capacity
www.alibaba.com//storage device,hdd_speed
www.alibaba.com//storagehdd,hdd_capacity
www.alibaba.com//support processor,cpu_brand
www.alibaba.com//support processor,cpu_type
www.alibaba.com//support processor,cpu_frequency
www.alibaba.com//support processor,cpu_model
www.alibaba.com//surface interface,usb_port2_quantity
www.alibaba.com//system,cpu_frequency
www.alibaba.com//system memory,ram_capacity
www.alibaba.com//system memory,ram_frequency
www.alibaba.com//system memory,ram_type
www.alibaba.com//system processor,cpu_frequency
www.alibaba.com//system ram,ram_capacity
www.alibaba.com//systerm memory,ram_capacity
www.alibaba.com//systerm memory,ram_capacity_max
www.alibaba.com//systerm memory,ram_frequency
www.alibaba.com//systerm memory,ram_type
www.alibaba.com//tft lcd panel,display_resolution
www.alibaba.com//tft lcd panel,aspect_ratio
www.alibaba.com//the battery,battery_capacity
www.alibaba.com//unit dimension,dimensions
www.alibaba.com//unit dimension,dimensions_height
www.alibaba.com//unit dimension,dimensions_width
www.alibaba.com//unit dimension,dimensions_depth
www.alibaba.com//unit packing weight,packaging_weight
www.alibaba.com//unit weight,weight
www.alibaba.com//warranty,warranty_duration
www.alibaba.com//warranty time,warranty_duration
www.alibaba.com//warranty validity,warranty_duration
www.alibaba.com//web vedio with the iconram,ram_capacity
www.alibaba.com//web vedio with the iconram,ram_type
www.alibaba.com//weight,weight
www.alibaba.com//weight with battery,weight
www.alibaba.com//weight with cdrom,weight
www.alibaba.com//weightkg,weight
www.alibaba.com//weights,weight
www.alibaba.com//weigth,weight
www.amazon.com//average battery life in hours,battery_life
www.amazon.com//batteries,battery_chemistry
www.amazon.com//battery type,battery_chemistry
www.amazon.com//brand name,brand
www.amazon.com//computer memory type,ram_type
www.amazon.com//flash memory size,flash_capacity
www.amazon.com//hard drive,hdd_capacity
www.amazon.com//item dimensions l x w x h,dimensions
www.amazon.com//item dimensions l x w x h,dimensions_height
www.amazon.com//item dimensions l x w x h,dimensions_depth
www.amazon.com//item dimensions l x w x h,dimensions_width
www.amazon.com//item weight,weight
www.amazon.com//number of usb 20 ports,usb_port2_quantity
www.amazon.com//number of usb 30 ports,usb_port3_quantity
www.amazon.com//processor,cpu_brand
www.amazon.com//processor,cpu_frequency
www.amazon.com//processor,cpu_type
www.amazon.com//processor,cpu_model
www.amazon.com//processor brand,cpu_brand
www.amazon.com//processor brand,cpu_type
www.amazon.com//product dimensions,dimensions
www.amazon.com//product dimensions,dimensions_height
www.amazon.com//product dimensions,dimensions_width
www.amazon.com//product dimensions,dimensions_depth
www.amazon.com//ram,ram_capacity
www.amazon.com//ram,ram_type
www.amazon.com//screen size,display_size
www.amazon.com//shipping weight,packaging_weight
www.amazon.com//size,hdd_capacity
www.bhphotovideo.com//battery,battery_chemistry
www.bhphotovideo.com//battery,battery_life
www.bhphotovideo.com//dimensions wxhxd,dimensions
www.bhphotovideo.com//dimensions wxhxd,dimensions_depth
www.bhphotovideo.com//dimensions wxhxd,dimensions_height
www.bhphotovideo.com//dimensions wxhxd,dimensions_width
www.bhphotovideo.com//weight,weight
www.bidorbuy.co.za//cpu,cpu_type
www.bidorbuy.co.za//cpu,cpu_frequency
www.bidorbuy.co.za//cpu,cpu_model
www.bidorbuy.co.za//dimensions,dimensions
www.bidorbuy.co.za//dimensions,dimensions_depth
www.bidorbuy.co.za//dimensions,dimensions_height
www.bidorbuy.co.za//dimensions,dimensions_width
www.bidorbuy.co.za//dimensions wd,dimensions
www.bidorbuy.co.za//dimensions wd,dimensions_depth
www.bidorbuy.co.za//dimensions wd,dimensions_width
www.bidorbuy.co.za//hard drive,hdd_capacity
www.bidorbuy.co.za//hard drive,hdd_speed
www.bidorbuy.co.za//hdd,ssd_capacity
www.bidorbuy.co.za//hdd,hdd_capacity
www.bidorbuy.co.za//height,dimensions_height
www.bidorbuy.co.za//height,dimensions
www.bidorbuy.co.za//manufacturer warranty,warranty_duration
www.bidorbuy.co.za//memory,ram_capacity
www.bidorbuy.co.za//memory,ram_type
www.bidorbuy.co.za//processor,cpu_brand
www.bidorbuy.co.za//processor,cpu_model
www.bidorbuy.co.za//processor,cpu_type
www.bidorbuy.co.za//processor,cpu_cache
www.bidorbuy.co.za//ram memory,ram_capacity
www.bidorbuy.co.za//ram memory,ram_frequency
www.bidorbuy.co.za//ram memory,ram_type
www.bidorbuy.co.za//screen size diagonal,display_size
www.bidorbuy.co.za//storage,hdd_capacity
www.bidorbuy.co.za//storage,hdd_speed
www.bidorbuy.co.za//system weight  weight with ac adapter,weight
www.bidorbuy.co.za//warranty,warranty_duration
www.bidorbuy.co.za//weight,weight
www.directdial.com//64bit processing,is_cpu_64bit
www.directdial.com//brand name,brand
www.directdial.com//cache,cpu_cache
www.directdial.com//depth,dimensions_depth
www.directdial.com//depth,dimensions
www.directdial.com//flash memory,flash_capacity
www.directdial.com//graphics controller manufacturer,gpu_brand
www.directdial.com//graphics controller model,gpu_model
www.directdial.com//graphics memory technology,ram_type
www.directdial.com//hdmi,has_hdmi_port
www.directdial.com//height,dimensions_height
www.directdial.com//height,dimensions
www.directdial.com//hybrid hard drive capacity,hdd_capacity
www.directdial.com//l3 cache,cpu_cache
www.directdial.com//limited warranty,warranty_duration
www.directdial.com//manufacturer,brand
www.directdial.com//maximum memory,ram_capacity_max
www.directdial.com//memory card reader,has_memorycard_reader
www.directdial.com//memory standard,ram_frequency
www.directdial.com//memory standard,ram_type
www.directdial.com//memory technology,ram_type
www.directdial.com//number of usb 20 ports,usb_port2_quantity
www.directdial.com//number of usb 30 ports,usb_port3_quantity
www.directdial.com//processor model,cpu_type
www.directdial.com//processor model,cpu_model
